Below is the mean and standard deviation of the mean 
for a range of data types listed, such data was 
obtained by using BOLSIG- and inputed data file.

Mobility *N (1/m/V/s)
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         44.98             1.586504e-16         4.902842e-19         1.550415e-17        9.773%
         59.64             1.582329e-16         4.891615e-19         1.546864e-17        9.776%
         79.06             1.728815e-16         5.568478e-19         1.760907e-17        10.186%
         104.8             2.157684e-16         7.471927e-19         2.362831e-17        10.951%
         138.9             2.823039e-16         9.756362e-19         3.085233e-17        10.929%
         184.2             3.555316e-16         1.193396e-18         3.773849e-17        10.615%
         244.2             4.290146e-16         1.421076e-18         4.493838e-17        10.475%
         323.7             5.072626e-16         1.677264e-18         5.303975e-17        10.456%
         429.2             5.938823e-16         1.955256e-18         6.183063e-17        10.411%
         569.0             6.842695e-16         2.221989e-18         7.026546e-17        10.269%
         754.3             7.661955e-16         2.440414e-18         7.717268e-17        10.072%
         1000.             8.247389e-16         2.583447e-18         8.169576e-17        9.906%

C4    N2    Excitation    0.29 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             1.600171e-33         1.062698e-33         3.360545e-32        2100.116%
         0.4942             1.314456e-28         2.206729e-29         6.978290e-28        530.888%
         0.6551             2.716255e-25         2.053976e-26         6.495242e-25        239.125%
         0.8685             6.740786e-23         3.070702e-24         9.710412e-23        144.055%
         1.151             4.071165e-21         1.182655e-22         3.739882e-21        91.863%
         1.526             8.488729e-20         1.664952e-21         5.265040e-20        62.024%
         2.024             8.155972e-19         1.127242e-20         3.564654e-19        43.706%
         2.683             4.501034e-18         4.518274e-20         1.428804e-18        31.744%
         3.556             1.666838e-17         1.243176e-19         3.931269e-18        23.585%
         4.715             4.611163e-17         2.617970e-19         8.278749e-18        17.954%
         6.251             1.029921e-16         4.632889e-19         1.465048e-17        14.225%
         8.286             1.971491e-16         7.473315e-19         2.363270e-17        11.987%
         10.99             3.383487e-16         1.157459e-18         3.660206e-17        10.818%
         14.56             5.370793e-16         1.751243e-18         5.537916e-17        10.311%
         19.31             8.051806e-16         2.592834e-18         8.199260e-17        10.183%
         25.60             1.158686e-15         3.758729e-18         1.188614e-16        10.258%
         33.93             1.621621e-15         5.338741e-18         1.688258e-16        10.411%
         44.98             2.224715e-15         7.413406e-18         2.344325e-16        10.538%
         59.64             2.972093e-15         9.866728e-18         3.120133e-16        10.498%
         79.06             3.732999e-15         1.209719e-17         3.825467e-16        10.248%
         104.8             4.182200e-15         1.347307e-17         4.260558e-16        10.187%
         138.9             4.107761e-15         1.368527e-17         4.327662e-16        10.535%
         184.2             3.666564e-15         1.263667e-17         3.996066e-16        10.899%
         244.2             3.111068e-15         1.092600e-17         3.455104e-16        11.106%
         323.7             2.570017e-15         9.135349e-18         2.888851e-16        11.241%
         429.2             2.080156e-15         7.483870e-18         2.366607e-16        11.377%
         569.0             1.649064e-15         6.015973e-18         1.902418e-16        11.536%
         754.3             1.278949e-15         4.739299e-18         1.498698e-16        11.718%
         1000.             9.700012e-16         3.657621e-18         1.156641e-16        11.924%

C5    N2    Excitation    0.59 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             2.197278e-33         5.440815e-34         1.720537e-32        783.031%
         0.6551             2.536833e-29         2.606168e-30         8.241428e-29        324.871%
         0.8685             2.478724e-26         1.472930e-27         4.657815e-26        187.912%
         1.151             4.629196e-24         1.819267e-25         5.753026e-24        124.277%
         1.526             2.759485e-22         7.732400e-24         2.445199e-22        88.611%
         2.024             6.972330e-21         1.456555e-22         4.606032e-21        66.062%
         2.683             8.944791e-20         1.424741e-21         4.505426e-20        50.369%
         3.556             6.669746e-19         8.217588e-21         2.598629e-19        38.961%
         4.715             3.239903e-18         3.129900e-20         9.897611e-19        30.549%
         6.251             1.131562e-17         8.726844e-20         2.759671e-18        24.388%
         8.286             3.094565e-17         1.955172e-19         6.182797e-18        19.980%
         10.99             7.104931e-17         3.789611e-19         1.198380e-17        16.867%
         14.56             1.438757e-16         6.652913e-19         2.103836e-17        14.623%
         19.31             2.645583e-16         1.085563e-18         3.432852e-17        12.976%
         25.60             4.499639e-16         1.679214e-18         5.310141e-17        11.801%
         33.93             7.178928e-16         2.508743e-18         7.933341e-17        11.051%
         44.98             1.087560e-15         3.642698e-18         1.151922e-16        10.592%
         59.64             1.563331e-15         5.026085e-18         1.589388e-16        10.167%
         79.06             2.067669e-15         6.309558e-18         1.995258e-16        9.650%
         104.8             2.395348e-15         7.220347e-18         2.283274e-16        9.532%
         138.9             2.398718e-15         7.603055e-18         2.404297e-16        10.023%
         184.2             2.162593e-15         7.210651e-18         2.280208e-16        10.544%
         244.2             1.843269e-15         6.324598e-18         2.000013e-16        10.850%
         323.7             1.525189e-15         5.328830e-18         1.685124e-16        11.049%
         429.2             1.234697e-15         4.387222e-18         1.387361e-16        11.236%
         569.0             9.782724e-16         3.541911e-18         1.120051e-16        11.449%
         754.3             7.580972e-16         2.801750e-18         8.859912e-17        11.687%
         1000.             5.744811e-16         2.171719e-18         6.867580e-17        11.954%

C6    N2    Excitation    0.88 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             1.538859e-37         4.641219e-38         1.467682e-36        953.747%
         0.8685             1.943425e-32         3.273685e-33         1.035230e-31        532.683%
         1.151             1.136500e-28         1.015053e-29         3.209878e-28        282.435%
         1.526             1.016325e-25         5.226818e-27         1.652865e-25        162.632%
         2.024             1.666231e-23         5.884144e-25         1.860730e-23        111.673%
         2.683             8.467814e-22         2.145557e-23         6.784848e-22        80.125%
         3.556             1.747580e-20         3.292013e-22         1.041026e-20        59.570%
         4.715             1.820083e-19         2.625753e-21         8.303361e-20        45.621%
         6.251             1.138117e-18         1.293897e-20         4.091661e-19        35.951%
         8.286             4.905765e-18         4.526463e-20         1.431393e-18        29.178%
         10.99             1.619751e-17         1.246454e-19         3.941635e-18        24.335%
         14.56             4.405653e-17         2.884531e-19         9.121688e-18        20.705%
         19.31             1.030971e-16         5.814912e-19         1.838837e-17        17.836%
         25.60             2.129004e-16         1.045773e-18         3.307024e-17        15.533%
         33.93             3.944782e-16         1.716189e-18         5.427065e-17        13.758%
         44.98             6.651089e-16         2.616828e-18         8.275136e-17        12.442%
         59.64             1.023537e-15         3.675779e-18         1.162384e-16        11.357%
         79.06             1.403236e-15         4.605684e-18         1.456445e-16        10.379%
         104.8             1.646972e-15         5.207904e-18         1.646884e-16        9.999%
         138.9             1.649909e-15         5.415660e-18         1.712582e-16        10.380%
         184.2             1.480490e-15         5.081975e-18         1.607062e-16        10.855%
         244.2             1.254911e-15         4.413412e-18         1.395643e-16        11.121%
         323.7             1.033350e-15         3.681367e-18         1.164151e-16        11.266%
         429.2             8.333356e-16         3.000604e-18         9.488744e-17        11.386%
         569.0             6.583153e-16         2.398569e-18         7.584940e-17        11.522%
         754.3             5.089775e-16         1.879611e-18         5.943851e-17        11.678%
         1000.             3.850176e-16         1.443571e-18         4.564974e-17        11.857%

C7    N2    Excitation    1.17 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             1.949000e-50         1.949000e-50         6.163279e-49        3162.278%
         0.8685             1.196831e-41         3.947986e-42         1.248463e-40        1043.140%
         1.151             2.628032e-36         4.713891e-37         1.490663e-35        567.217%
         1.526             6.147679e-32         6.730952e-33         2.128514e-31        346.231%
         2.024             1.620081e-28         1.095430e-29         3.464054e-28        213.820%
         2.683             7.084946e-26         3.269376e-27         1.033867e-25        145.925%
         3.556             8.234825e-24         2.699970e-25         8.538054e-24        103.682%
         4.715             3.436975e-22         8.358194e-24         2.643093e-22        76.902%
         6.251             6.697991e-21         1.265772e-22         4.002721e-21        59.760%
         8.286             7.595157e-20         1.162796e-21         3.677083e-20        48.414%
         10.99             5.794883e-19         7.334446e-21         2.319356e-19        40.024%
         14.56             3.198486e-18         3.363339e-20         1.063581e-18        33.253%
         19.31             1.329954e-17         1.149887e-19         3.636263e-18        27.341%
         25.60             4.294201e-17         3.079081e-19         9.736910e-18        22.675%
         33.93             1.124988e-16         6.758382e-19         2.137188e-17        18.997%
         44.98             2.474236e-16         1.260234e-18         3.985210e-17        16.107%
         59.64             4.650098e-16         2.006781e-18         6.345998e-17        13.647%
         79.06             7.368695e-16         2.662144e-18         8.418439e-17        11.425%
         104.8             9.559089e-16         3.049730e-18         9.644094e-17        10.089%
         138.9             1.023003e-15         3.262229e-18         1.031607e-16        10.084%
         184.2             9.571946e-16         3.195927e-18         1.010641e-16        10.558%
         244.2             8.324724e-16         2.876286e-18         9.095614e-17        10.926%
         323.7             6.962362e-16         2.459106e-18         7.776375e-17        11.169%
         429.2             5.667394e-16         2.037137e-18         6.441993e-17        11.367%
         569.0             4.502506e-16         1.646014e-18         5.205152e-17        11.561%
         754.3             3.493191e-16         1.299625e-18         4.109775e-17        11.765%
         1000.             2.648153e-16         1.004300e-18         3.175875e-17        11.993%

C8    N2    Excitation    1.47 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             2.660420e-48         3.387149e-49         1.071111e-47        402.610%
         1.151             4.541686e-44         1.502795e-44         4.752255e-43        1046.364%
         1.526             5.553916e-38         1.225516e-38         3.875421e-37        697.782%
         2.024             3.859540e-33         5.276941e-34         1.668715e-32        432.361%
         2.683             2.748681e-29         2.240360e-30         7.084640e-29        257.747%
         3.556             2.800223e-26         1.516106e-27         4.794347e-26        171.213%
         4.715             6.122163e-24         2.314527e-25         7.319176e-24        119.552%
         6.251             4.102623e-22         1.121566e-23         3.546703e-22        86.450%
         8.286             1.092391e-20         2.226184e-22         7.039811e-21        64.444%
         10.99             1.429623e-19         2.229375e-21         7.049904e-20        49.313%
         14.56             1.092376e-18         1.343192e-20         4.247546e-19        38.884%
         19.31             5.578587e-18         5.471088e-20         1.730110e-18        31.013%
         25.60             2.082536e-17         1.676687e-19         5.302150e-18        25.460%
         33.93             6.137233e-17         4.123035e-19         1.303818e-17        21.244%
         44.98             1.493023e-16         8.445142e-19         2.670588e-17        17.887%
         59.64             3.059562e-16         1.443617e-18         4.565118e-17        14.921%
         79.06             5.211196e-16         1.991173e-18         6.296642e-17        12.083%
         104.8             7.160092e-16         2.283422e-18         7.220813e-17        10.085%
         138.9             8.000439e-16         2.447241e-18         7.738857e-17        9.673%
         184.2             7.717893e-16         2.452118e-18         7.754277e-17        10.047%
         244.2             6.852095e-16         2.261960e-18         7.152944e-17        10.439%
         323.7             5.809132e-16         1.972286e-18         6.236916e-17        10.736%
         429.2             4.771299e-16         1.659078e-18         5.246465e-17        10.996%
         569.0             3.813557e-16         1.357108e-18         4.291553e-17        11.253%
         754.3             2.971056e-16         1.082631e-18         3.423579e-17        11.523%
         1000.             2.258864e-16         8.438464e-19         2.668477e-17        11.813%

C9    N2    Excitation    1.76 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             2.386360e-52         5.008701e-53         1.583890e-51        663.727%
         1.526             2.560466e-47         1.347491e-47         4.261142e-46        1664.206%
         2.024             7.279549e-41         2.104956e-41         6.656455e-40        914.405%
         2.683             8.764804e-36         1.474115e-36         4.661562e-35        531.850%
         3.556             1.102834e-31         1.049611e-32         3.319163e-31        300.967%
         4.715             2.092412e-28         1.292113e-29         4.086021e-28        195.278%
         6.251             1.089963e-25         5.063808e-27         1.601317e-25        146.915%
         8.286             1.897698e-23         6.595790e-25         2.085772e-23        109.911%
         10.99             1.187507e-21         3.076081e-23         9.727422e-22        81.915%
         14.56             3.121808e-20         6.203244e-22         1.961638e-20        62.837%
         19.31             4.128570e-19         6.211055e-21         1.964108e-19        47.574%
         25.60             3.121428e-18         3.692886e-20         1.167793e-18        37.412%
         33.93             1.558642e-17         1.472057e-19         4.655052e-18        29.866%
         44.98             5.595877e-17         4.251546e-19         1.344457e-17        24.026%
         59.64             1.518773e-16         9.184140e-19         2.904280e-17        19.123%
         79.06             3.147556e-16         1.461949e-18         4.623087e-17        14.688%
         104.8             4.934526e-16         1.762026e-18         5.572015e-17        11.292%
         138.9             6.006938e-16         1.879401e-18         5.943189e-17        9.894%
         184.2             6.116458e-16         1.907230e-18         6.031189e-17        9.861%
         244.2             5.614251e-16         1.801304e-18         5.696223e-17        10.146%
         323.7             4.857377e-16         1.600270e-18         5.060498e-17        10.418%
         429.2             4.039498e-16         1.361511e-18         4.305474e-17        10.658%
         569.0             3.253671e-16         1.120468e-18         3.543231e-17        10.890%
         754.3             2.547219e-16         8.964788e-19         2.834915e-17        11.129%
         1000.             1.942666e-16         6.996722e-19         2.212558e-17        11.389%

C10   N2    Excitation    2.06 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             1.280679e-46         5.734978e-47         1.813559e-45        1416.092%
         2.683             3.569347e-40         9.424432e-41         2.980267e-39        834.961%
         3.556             5.511411e-35         8.424547e-36         2.664076e-34        483.375%
         4.715             6.053234e-31         5.544811e-32         1.753423e-30        289.667%
         6.251             9.911533e-28         5.552924e-29         1.755989e-27        177.166%
         8.286             3.496626e-25         1.436971e-26         4.544103e-25        129.957%
         10.99             4.030883e-23         1.246354e-24         3.941319e-23        97.778%
         14.56             1.855933e-21         4.453955e-23         1.408464e-21        75.890%
         19.31             4.023611e-20         7.285503e-22         2.303878e-20        57.259%
         25.60             4.598935e-19         6.533987e-21         2.066228e-19        44.928%
         33.93             3.234425e-18         3.642224e-20         1.151773e-18        35.610%
         44.98             1.530397e-17         1.368503e-19         4.327585e-18        28.278%
         59.64             5.150422e-17         3.596553e-19         1.137330e-17        22.082%
         79.06             1.253433e-16         6.535394e-19         2.066673e-17        16.488%
         104.8             2.203658e-16         8.415093e-19         2.661086e-17        12.076%
         138.9             2.901164e-16         9.173034e-19         2.900768e-17        9.999%
         184.2             3.110852e-16         9.585161e-19         3.031094e-17        9.744%
         244.2             2.952466e-16         9.360064e-19         2.959912e-17        10.025%
         323.7             2.610276e-16         8.537799e-19         2.699889e-17        10.343%
         429.2             2.202055e-16         7.403877e-19         2.341311e-17        10.632%
         569.0             1.791198e-16         6.178850e-19         1.953924e-17        10.908%
         754.3             1.412071e-16         4.993704e-19         1.579148e-17        11.183%
         1000.             1.082269e-16         3.924840e-19         1.241143e-17        11.468%

C11   N2    Excitation    2.35 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
