Below is the mean and standard deviation of the mean 
for a range of data types listed, such data was 
obtained by using BOLSIG- and inputed data file.

Mobility *N (1/m/V/s)
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         6.251             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         8.286             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         10.99             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         14.56             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         19.31             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         25.60             1.342434e-34         3.892063e-35         1.230778e-33        916.826%
         33.93             1.043892e-30         6.436488e-32         2.035396e-30        194.981%
         44.98             3.193698e-28         1.218615e-29         3.853599e-28        120.663%
         59.64             2.497130e-26         6.853875e-28         2.167386e-26        86.795%
         79.06             7.226587e-25         1.461490e-26         4.621636e-25        63.953%
         104.8             9.210101e-24         1.388522e-25         4.390892e-24        47.675%
         138.9             6.100298e-23         7.022567e-25         2.220731e-23        36.404%
         184.2             2.515487e-22         2.299394e-24         7.271322e-23        28.906%
         244.2             7.522741e-22         5.655891e-24         1.788550e-22        23.775%
         323.7             1.803077e-21         1.136729e-23         3.594654e-22        19.936%
         429.2             3.672787e-21         1.949552e-23         6.165024e-22        16.786%
         569.0             6.591378e-21         2.931302e-23         9.269590e-22        14.063%
         754.3             1.068669e-20         3.947082e-23         1.248177e-21        11.680%
         1000.             1.594572e-20         4.843769e-23         1.531734e-21        9.606%

Inelastic energy loss coefficient (eV m3/s)
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             2.024319e-21         5.444880e-24         1.721822e-22        8.506%
         0.1326E-02             2.170300e-21         5.137022e-24         1.624469e-22        7.485%
         0.1758E-02             2.397178e-21         4.681280e-24         1.480351e-22        6.175%
         0.2330E-02             2.749155e-21         3.978088e-24         1.257982e-22        4.576%
         0.3089E-02             3.298017e-21         2.851140e-24         9.016095e-23        2.734%
         0.4095E-02             4.163096e-21         1.123815e-24         3.553814e-23        0.854%
         0.5429E-02             5.544725e-21         2.691911e-24         8.512571e-23        1.535%
         0.7197E-02             7.777128e-21         8.327360e-24         2.633342e-22        3.386%
         0.9541E-02             1.140821e-20         1.792260e-23         5.667623e-22        4.968%
         0.1265E-01             1.731585e-20         3.371332e-23         1.066109e-21        6.157%
         0.1677E-01             2.687017e-20         5.906879e-23         1.867919e-21        6.952%
         0.2223E-01             4.213799e-20         9.876695e-23         3.123285e-21        7.412%
         0.2947E-01             6.607758e-20         1.588631e-22         5.023692e-21        7.603%
         0.3907E-01             1.025642e-19         2.460589e-22         7.781064e-21        7.587%
         0.5179E-01             1.559470e-19         3.660422e-22         1.157527e-20        7.423%
         0.6866E-01             2.299124e-19         5.237527e-22         1.656252e-20        7.204%
         0.9103E-01             3.259390e-19         7.257985e-22         2.295176e-20        7.042%
         0.1207             4.426740e-19         9.833794e-22         3.109719e-20        7.025%
         0.1600             5.777377e-19         1.305569e-21         4.128570e-20        7.146%
         0.2121             7.332185e-19         1.687908e-21         5.337633e-20        7.280%
         0.2812             9.294592e-19         2.135926e-21         6.754390e-20        7.267%
         0.3728             1.216373e-18         2.787942e-21         8.816246e-20        7.248%
         0.4942             1.658280e-18         3.866586e-21         1.222722e-19        7.373%
         0.6551             2.327189e-18         5.581408e-21         1.764996e-19        7.584%
         0.8685             3.334900e-18         8.330774e-21         2.634422e-19        7.900%
         1.151             4.899983e-18         1.290375e-20         4.080524e-19        8.328%
         1.526             7.435466e-18         2.056287e-20         6.502552e-19        8.745%
         2.024             1.163707e-17         3.311310e-20         1.047128e-18        8.998%
         2.683             1.859917e-17         5.322063e-20         1.682984e-18        9.049%
         3.556             3.002582e-17         8.517096e-20         2.693342e-18        8.970%
         4.715             4.861527e-17         1.360055e-19         4.300873e-18        8.847%
         6.251             7.877696e-17         2.180288e-19         6.894677e-18        8.752%
         8.286             1.279270e-16         3.528050e-19         1.115667e-17        8.721%
         10.99             2.087120e-16         5.777005e-19         1.826850e-17        8.753%
         14.56             3.427601e-16         9.571414e-19         3.026747e-17        8.831%
         19.31             5.668635e-16         1.598127e-18         5.053721e-17        8.915%
         25.60             9.426076e-16         2.673060e-18         8.452958e-17        8.968%
         33.93             1.570793e-15         4.451604e-18         1.407721e-16        8.962%
         44.98             2.612550e-15         7.343260e-18         2.322143e-16        8.888%
         59.64             4.322456e-15         1.200909e-17         3.797607e-16        8.786%
         79.06             7.117030e-15         1.967089e-17         6.220482e-16        8.740%
         104.8             1.172864e-14         3.267485e-17         1.033270e-15        8.810%
         138.9             1.942401e-14         5.446970e-17         1.722483e-15        8.868%
         184.2             3.216922e-14         8.945308e-17         2.828755e-15        8.793%
         244.2             5.284409e-14         1.438606e-16         4.549270e-15        8.609%
         323.7             8.557314e-14         2.268810e-16         7.174606e-15        8.384%
         429.2             1.360156e-13         3.518347e-16         1.112599e-14        8.180%
