############################################################################################

Mobility

Fischer-Treuenfeld 1965
Fischer-Treuenfeld, W. F., Z. Physik 185, 336 (1965)

2.122000e+1	1.120000e+0	0.05
2.425000e+1	1.150000e+0	0.05

Naidu et al. 1968
Naidu, M. S. Prasad, A. N., Brit. J. Appl. Phys. 1, 763 (1968)

2.122000e+1	1.130000e+0	0.02
3.030000e+1	1.250000e+0	0.02
4.550000e+1	1.360000e+0	0.02
6.060000e+1	1.460000e+0	0.02
7.580000e+1	1.590000e+0	0.02
9.090000e+1	1.760000e+0	0.02
1.061000e+2	1.970000e+0	0.02
1.212000e+2	2.190000e+0	0.02

Wagner E. B. et al. 1967
Wagner, E. B., Davis, F. J., Hurst, G. S., J. Chem. Phys. 47, 3138 (1967)

1.455000e-1	2.700000e-2	0.01
2.606000e-1	3.800000e-2	0.01
5.610000e-1	7.500000e-2	0.01
8.670000e-1	1.150000e-1	0.01
1.164000e+0	1.460000e-1	0.01
1.476000e+0	1.780000e-1	0.01
1.664000e+0	2.070000e-1	0.01
2.209000e+0	2.660000e-1	0.01
2.761000e+0	3.100000e-1	0.01
3.210000e+0	3.100000e-1	0.01
3.850000e+0	3.700000e-1	0.01
4.560000e+0	3.900000e-1	0.01
5.370000e+0	4.300000e-1	0.01
6.050000e+0	4.400000e-1	0.01

############################################################################################

Townsend Ionisation Coefficient

Bagnall et al. 1965
Bagnall, F. T., Haydon, S. C., Australian J. Phys., 18, 227 (1965)

4.360000e+2	3.400000e-21	0.05
4.990000e+2	4.600000e-21	0.05
5.730000e+2	5.800000e-21	0.05
6.460000e+2	7.000000e-21	0.05
7.150000e+2	8.700000e-21	0.05
7.830000e+2	9.800000e-21	0.05
8.570000e+2	1.110000e-20	0.05
9.200000e+2	1.230000e-20	0.05
9.990000e+2	1.310000e-20	0.05
1.135000e+3	1.490000e-20	0.05
1.267000e+3	1.670000e-20	0.05
1.414000e+3	1.850000e-20	0.05
1.550000e+3	1.950000e-20	0.05
1.692000e+3	2.110000e-20	0.05
2.255000e+3	2.480000e-20	0.05
2.812000e+3	2.600000e-20	0.05
3.370000e+3	2.680000e-20	0.05
3.930000e+3	2.700000e-20	0.05

Cookson et al. 1966
Cookson, A. H., Ward, B. W., Lewis, T. J., Brit. J. Appl. Phys., 17, 891 (1966)

8.890000e+1	2.600000e-24	0.11
9.220000e+1	3.800000e-24	0.11
9.620000e+1	5.300000e-24	0.11
1.003000e+2	7.200000e-24	0.11
1.045000e+2	1.010000e-23	0.11
1.083000e+2	1.250000e-23	0.11
1.117000e+2	1.590000e-23	0.11
1.124000e+2	1.640000e-23	0.11
1.165000e+2	2.170000e-23	0.11
1.189000e+2	2.300000e-23	0.11
1.221000e+2	2.810000e-23	0.11
1.235000e+2	2.990000e-23	0.11
1.281000e+2	3.600000e-23	0.11
1.292000e+2	3.800000e-23	0.11
1.429000e+2	6.500000e-23	0.11
1.433000e+2	6.700000e-23	0.11
1.501000e+2	8.700000e-23	0.11
1.658000e+2	1.500000e-22	0.11

Haydon et al 1976
Haydon, S. C., Williams, O. M., J. Phys. D9, 523 (1976)

8.370165e+1	1.950000e-24	0.058
9.864077e+1	6.150000e-24	0.058
1.144702e+2	1.680000e-23	0.058
1.291427e+2	3.770000e-23	0.058
1.412779e+2	6.810000e-23	0.016
1.664933e+2	1.700000e-22	0.016
1.992534e+2	3.410000e-22	0.016
2.242171e+2	5.700000e-22	0.016
2.568813e+2	8.670000e-22	0.016
2.846486e+2	1.200000e-21	0.016
3.513103e+2	2.060000e-21	0.016
4.076870e+2	3.000000e-21	0.016
4.459964e+2	3.840000e-21	0.016
5.188977e+2	5.000000e-21	0.016
5.749873e+2	6.120000e-21	0.016
6.194072e+2	7.260000e-21	0.016
6.881247e+2	9.030000e-21	0.016
8.758344e+2	1.110000e-20	0.016
9.855644e+2	1.330000e-20	0.016
1.310343e+3	1.730000e-20	0.016
1.411571e+3	1.960000e-20	0.016
1.742147e+3	2.220000e-20	0.016
1.960414e+3	2.510000e-20	0.016
2.310309e+3	2.760000e-20	0.016
2.895599e+3	2.890000e-20	0.016
3.510100e+3	2.940000e-20	0.016







