Below is the mean and standard deviation of the mean 
for a range of data types listed, such data was 
obtained by using BOLSIG- and inputed data file.

Mobility *N (1/m/V/s)
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         184.2             7.616487e-19         7.282042e-22         2.302784e-19        30.234%
         244.2             9.841913e-19         9.376168e-22         2.965005e-19        30.126%
         323.7             1.155057e-18         1.097945e-21         3.472008e-19        30.059%
         429.2             1.223331e-18         1.162126e-21         3.674966e-19        30.041%
         569.0             1.170779e-18         1.113649e-21         3.521666e-19        30.080%
         754.3             1.017504e-18         9.711359e-22         3.071001e-19        30.182%
         1000.             8.060841e-19         7.738389e-22         2.447094e-19        30.358%

C38   He    Excitation    24.31 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             5.528375e-28         1.477756e-30         4.673075e-28        84.529%
         6.251             5.842970e-25         1.212922e-27         3.835596e-25        65.645%
         8.286             3.273160e-23         5.620311e-26         1.777298e-23        54.299%
         10.99             3.830003e-22         5.668133e-25         1.792421e-22        46.799%
         14.56             2.091921e-21         2.750650e-24         8.698320e-22        41.581%
         19.31             7.599274e-21         9.113462e-24         2.881930e-21        37.924%
         25.60             2.154133e-20         2.409741e-23         7.620271e-21        35.375%
         33.93             5.186317e-20         5.515072e-23         1.744019e-20        33.627%
         44.98             1.114633e-19         1.143439e-22         3.615871e-20        32.440%
         59.64             2.207924e-19         2.209577e-22         6.987296e-20        31.646%
         79.06             4.109581e-19         4.044650e-22         1.279031e-19        31.123%
         104.8             7.267654e-19         7.075121e-22         2.237350e-19        30.785%
         138.9             1.224902e-18         1.183963e-21         3.744020e-19        30.566%
         184.2             1.959324e-18         1.884573e-21         5.959542e-19        30.416%
         244.2             2.942847e-18         2.819604e-21         8.916372e-19        30.298%
         323.7             4.097758e-18         3.913104e-21         1.237432e-18        30.198%
         429.2             5.248849e-18         4.998515e-21         1.580669e-18        30.115%
         569.0             6.190277e-18         5.883861e-21         1.860640e-18        30.057%
         754.3             6.762082e-18         6.421526e-21         2.030665e-18        30.030%
         1000.             6.888879e-18         6.542638e-21         2.068964e-18        30.033%

C39   He    Excitation    24.31 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             2.934649e-28         8.414880e-31         2.661019e-28        90.676%
         6.251             3.975332e-25         8.621621e-28         2.726396e-25        68.583%
         8.286             2.649804e-23         4.753715e-26         1.503257e-23        56.731%
         10.99             3.658755e-22         5.642945e-25         1.784456e-22        48.772%
         14.56             2.334022e-21         3.184455e-24         1.007013e-21        43.145%
         19.31             9.798279e-21         1.212747e-23         3.835043e-21        39.140%
         25.60             3.180379e-20         3.652030e-23         1.154873e-20        36.312%
         33.93             8.714305e-20         9.468308e-23         2.994142e-20        34.359%
         44.98             2.127827e-19         2.222774e-22         7.029029e-20        33.034%
         59.64             4.805041e-19         4.886355e-22         1.545201e-19        32.158%
         79.06             1.027763e-18         1.026759e-21         3.246896e-19        31.592%
         104.8             2.111684e-18         2.085856e-21         6.596056e-19        31.236%
         138.9             4.182720e-18         4.101752e-21         1.297088e-18        31.011%
         184.2             7.939962e-18         7.747300e-21         2.449911e-18        30.855%
         244.2             1.424575e-17         1.383974e-20         4.376511e-18        30.722%
         323.7             2.376935e-17         2.299027e-20         7.270160e-18        30.586%
         429.2             3.652200e-17         3.516822e-20         1.112117e-17        30.451%
         569.0             5.174515e-17         4.962759e-20         1.569362e-17        30.329%
         754.3             6.813248e-17         6.512764e-20         2.059517e-17        30.228%
         1000.             8.412652e-17         8.020139e-20         2.536191e-17        30.147%

C40   He    Excitation    24.36 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             5.112152e-27         1.374378e-29         4.346166e-27        85.016%
         6.251             5.331947e-24         1.109327e-26         3.508001e-24        65.792%
         8.286             2.943629e-22         5.042299e-25         1.594515e-22        54.168%
         10.99             3.370986e-21         4.957531e-24         1.567709e-21        46.506%
         14.56             1.788874e-20         2.329609e-23         7.366870e-21        41.182%
         19.31             6.262706e-20         7.418435e-23         2.345915e-20        37.458%
         25.60             1.695092e-19         1.869444e-22         5.911702e-20        34.875%
         33.93             3.856283e-19         4.038727e-22         1.277158e-19        33.119%
         44.98             7.741758e-19         7.820415e-22         2.473032e-19        31.944%
         59.64             1.414969e-18         1.395084e-21         4.411643e-19        31.178%
         79.06             2.398918e-18         2.328254e-21         7.362586e-19        30.691%
         104.8             3.813095e-18         3.664655e-21         1.158866e-18        30.392%
         138.9             5.696584e-18         5.442069e-21         1.720933e-18        30.210%
         184.2             7.958644e-18         7.574476e-21         2.395260e-18        30.096%
         244.2             1.028159e-17         9.760789e-21         3.086633e-18        30.021%
         323.7             1.213286e-17         1.150166e-20         3.637145e-18        29.978%
         429.2             1.298961e-17         1.231140e-20         3.893205e-18        29.972%
         569.0             1.262791e-17         1.198510e-20         3.790023e-18        30.013%
         754.3             1.119707e-17         1.066083e-20         3.371250e-18        30.108%
         1000.             9.085522e-18         8.696762e-21         2.750158e-18        30.270%

C41   He    Excitation    24.37 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             2.078293e-27         5.601317e-30         1.771292e-27        85.228%
         6.251             2.256640e-24         4.710095e-27         1.489463e-24        66.004%
         8.286             1.287346e-22         2.217683e-25         7.012928e-23        54.476%
         10.99             1.525066e-21         2.259869e-24         7.146334e-22        46.859%
         14.56             8.387185e-21         1.102340e-23         3.485905e-21        41.562%
         19.31             3.050911e-20         3.652073e-23         1.154887e-20        37.854%
         25.60             8.610363e-20         9.604450e-23         3.037194e-20        35.274%
         33.93             2.051793e-19         2.174320e-22         6.875803e-20        33.511%
         44.98             4.339191e-19         4.435251e-22         1.402550e-19        32.323%
         59.64             8.413124e-19         8.390687e-22         2.653368e-19        31.538%
         79.06             1.526065e-18         1.497538e-21         4.735632e-19        31.032%
         104.8             2.622417e-18         2.547125e-21         8.054718e-19        30.715%
         138.9             4.290510e-18         4.140890e-21         1.309464e-18        30.520%
         184.2             6.672228e-18         6.413660e-21         2.028178e-18        30.397%
         244.2             9.789955e-18         9.383175e-21         2.967220e-18        30.309%
         323.7             1.343531e-17         1.284684e-20         4.062526e-18        30.238%
         429.2             1.718190e-17         1.639698e-20         5.185180e-18        30.178%
         569.0             2.056915e-17         1.960021e-20         6.198130e-18        30.133%
         754.3             2.325818e-17         2.214041e-20         7.001413e-18        30.103%
         1000.             2.506400e-17         2.384494e-20         7.540433e-18        30.085%

C42   He    Excitation    24.37 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             2.146851e-27         5.826745e-30         1.842579e-27        85.827%
         6.251             2.445079e-24         5.130548e-27         1.622422e-24        66.355%
         8.286             1.447108e-22         2.510536e-25         7.939010e-23        54.861%
         10.99             1.778812e-21         2.655878e-24         8.398625e-22        47.215%
         14.56             1.014329e-20         1.342405e-23         4.245058e-21        41.851%
         19.31             3.817502e-20         4.594066e-23         1.452771e-20        38.056%
         25.60             1.110337e-19         1.242343e-22         3.928633e-20        35.382%
         33.93             2.710878e-19         2.874565e-22         9.090172e-20        33.532%
         44.98             5.828784e-19         5.947926e-22         1.880899e-19        32.269%
         59.64             1.138201e-18         1.131118e-21         3.576908e-19        31.426%
         79.06             2.056296e-18         2.007675e-21         6.348825e-19        30.875%
         104.8             3.473826e-18         3.353248e-21         1.060390e-18        30.525%
         138.9             5.502232e-18         5.272839e-21         1.667418e-18        30.304%
         184.2             8.131861e-18         7.755815e-21         2.452604e-18        30.160%
         244.2             1.108776e-17         1.053943e-20         3.332859e-18        30.059%
         323.7             1.377009e-17         1.305941e-20         4.129748e-18        29.991%
         429.2             1.545987e-17         1.464765e-20         4.631993e-18        29.961%
         569.0             1.569603e-17         1.488176e-20         4.706024e-18        29.982%
         754.3             1.446946e-17         1.375501e-20         4.349715e-18        30.061%
         1000.             1.214748e-17         1.160546e-20         3.669968e-18        30.212%

C43   He    Excitation    24.37 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             1.411077e-27         3.823913e-30         1.209227e-27        85.695%
         6.251             1.549074e-24         3.248709e-27         1.027332e-24        66.319%
         8.286             8.909347e-23         1.541829e-25         4.875691e-23        54.726%
         10.99             1.063003e-21         1.582313e-24         5.003714e-22        47.072%
         14.56             5.890756e-21         7.778543e-24         2.459791e-21        41.757%
         19.31             2.163280e-20         2.602436e-23         8.229625e-21        38.042%
         25.60             6.182592e-20         6.932870e-23         2.192366e-20        35.460%
         33.93             1.497827e-19         1.595970e-22         5.046899e-20        33.695%
         44.98             3.234516e-19         3.324206e-22         1.051206e-19        32.500%
         59.64             6.430968e-19         6.447595e-22         2.038908e-19        31.705%
         79.06             1.200508e-18         1.183850e-21         3.743663e-19        31.184%
         104.8             2.128074e-18         2.076151e-21         6.565367e-19        30.851%
         138.9             3.593618e-18         3.481821e-21         1.101048e-18        30.639%
         184.2             5.757501e-18         5.552544e-21         1.755869e-18        30.497%
         244.2             8.659229e-18         8.320695e-21         2.631235e-18        30.386%
         323.7             1.207101e-17         1.156240e-20         3.656353e-18        30.290%
         429.2             1.547604e-17         1.478387e-20         4.675069e-18        30.208%
         569.0             1.826552e-17         1.741432e-20         5.506891e-18        30.149%
         754.3             1.996491e-17         1.901457e-20         6.012933e-18        30.118%
         1000.             2.034930e-17         1.937880e-20         6.128116e-18        30.115%

C44   He    Excitation    24.37 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1600             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2121             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2812             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3728             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4942             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6551             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.8685             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.151             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         1.526             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.024             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         2.683             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         3.556             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         4.715             7.236521e-28         1.994491e-30         6.307134e-28        87.157%
         6.251             8.458878e-25         1.796177e-27         5.680010e-25        67.149%
         8.286             5.084258e-23         8.909658e-26         2.817481e-23        55.416%
         10.99             6.306577e-22         9.492849e-25         3.001902e-22        47.600%
         14.56             3.604583e-21         4.800554e-24         1.518069e-21        42.115%
         19.31             1.350529e-20         1.632994e-23         5.163980e-21        38.237%
         25.60             3.884387e-20         4.362047e-23         1.379400e-20        35.511%
         33.93             9.318469e-20         9.910537e-23         3.133987e-20        33.632%
         44.98             1.956934e-19         2.002292e-22         6.331804e-20        32.356%
         59.64             3.711474e-19         3.698004e-22         1.169411e-19        31.508%
         79.06             6.478305e-19         6.341847e-22         2.005468e-19        30.957%
         104.8             1.052202e-18         1.018407e-21         3.220484e-19        30.607%
         138.9             1.594940e-18         1.532574e-21         4.846424e-19        30.386%
         184.2             2.246031e-18         2.148003e-21         6.792583e-19        30.243%
         244.2             2.906534e-18         2.770791e-21         8.762012e-19        30.146%
         323.7             3.415371e-18         3.249926e-21         1.027717e-18        30.091%
         429.2             3.621041e-18         3.444862e-21         1.089361e-18        30.084%
         569.0             3.468543e-18         3.305276e-21         1.045220e-18        30.134%
         754.3             3.016717e-18         2.885412e-21         9.124474e-19        30.246%
         1000.             2.391403e-18         2.301341e-21         7.277479e-19        30.432%

C45   He    Excitation    24.38 eV - Rate Coefficient
Electric field / N (Td)        Mean           STD of the Mean      STD of the Pop.  Percentage Error
         0.1000E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1326E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1758E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2330E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3089E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.4095E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5429E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.7197E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9541E-02             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1265E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1677E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2223E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.2947E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.3907E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.5179E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.6866E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.9103E-01             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
         0.1207             0.000000e+00         0.000000e+00         0.000000e+00        0.000%
